year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2012-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,79,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,100,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,52,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,72,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,67,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,41,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,53,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,49,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,73,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,52,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,93,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,62,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,80,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,35,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,46,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,50,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,40,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,33,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,57,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,51,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,63,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,53,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,93,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,70,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,62,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,93,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,55,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,73,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,57,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,62,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,72,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,47,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,81,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,51,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,68,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,78,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,54,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,64,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,60,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,73,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,63,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,50,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,66,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,59,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,65,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,96,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,120,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,103,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,85,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,91,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,94,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,121,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,94,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,78,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,111,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,75,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,71,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,99,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,76,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,124,0,Final
2017-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,104,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,70,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,67,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,69,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,44,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,58,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,53,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,56,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,73,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,36,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,83,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,90,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,87,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,58,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,67,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,52,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,36,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,47,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,77,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,47,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,47,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,42,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,66,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,54,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,TOTAL,Resident,India,71,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,TOTAL,Resident,India,58,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,TOTAL,Resident,India,50,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,TOTAL,Resident,India,97,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,TOTAL,Resident,India,66,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,TOTAL,Resident,India,80,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,TOTAL,Resident,India,109,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,TOTAL,Resident,India,93,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,TOTAL,Resident,India,72,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,TOTAL,Resident,India,97,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,TOTAL,Resident,India,79,0,Final
2020-04,2021-08,Long-term migrant,Arrivals,TOTAL,Resident,India,11,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,TOTAL,Resident,India,75,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,TOTAL,Resident,India,14,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,TOTAL,Resident,India,31,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,TOTAL,Resident,India,68,0,Final
2020-10,2022-02,Long-term migrant,Arrivals,TOTAL,Resident,India,84,0,Final
2020-11,2022-03,Long-term migrant,Arrivals,TOTAL,Resident,India,9,0,Final
2020-12,2022-04,Long-term migrant,Arrivals,TOTAL,Resident,India,96,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,TOTAL,Resident,India,78,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,TOTAL,Resident,India,85,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,TOTAL,Resident,India,119,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,TOTAL,Resident,India,51,0,Final
2021-05,2022-09,Long-term migrant,Arrivals,TOTAL,Resident,India,16,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,TOTAL,Resident,India,16,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,TOTAL,Resident,India,13,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,TOTAL,Resident,India,38,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,TOTAL,Resident,India,37,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,TOTAL,Resident,India,53,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,44,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,58,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,47,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,31,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,99,1,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,276,3,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,187,4,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,139,5,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,106,4,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,127,4,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,144,5,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,75,4,Provisional
2022-11,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,172,6,Provisional
2022-12,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,144,6,Provisional
2023-01,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,74,6,Provisional
2023-02,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,172,9,Provisional
2023-03,2023-03,Long-term migrant,Arrivals,TOTAL,Resident,India,282,16,Provisional
2003-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,248,0,Final
2003-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,31,0,Final
2003-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,27,0,Final
2003-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,9,0,Final
2003-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,14,0,Final
2003-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,2,0,Final
2004-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,39,0,Final
2004-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,266,0,Final
2004-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,39,0,Final
2004-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,17,0,Final
2004-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,23,0,Final
2004-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,30,0,Final
2004-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,135,0,Final
2004-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,21,0,Final
2004-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,15,0,Final
2004-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,17,0,Final
2004-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,25,0,Final
2004-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,9,0,Final
2005-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,44,0,Final
2005-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,193,0,Final
2005-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,36,0,Final
2005-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,8,0,Final
2005-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,23,0,Final
2005-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,25,0,Final
2005-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,173,0,Final
2005-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,76,0,Final
2005-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,31,0,Final
2005-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,34,0,Final
2005-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,37,0,Final
2005-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,15,0,Final
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,47,0,Final
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,293,0,Final
2006-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,59,0,Final
2006-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,22,0,Final
2006-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,34,0,Final
2006-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,53,0,Final
2006-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,278,0,Final
2006-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,66,0,Final
2006-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,41,0,Final
2006-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,45,0,Final
2006-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,49,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,36,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,84,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,431,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,119,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,58,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,44,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,80,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,462,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,127,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,168,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,100,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,134,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,132,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,249,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,896,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,201,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,127,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,193,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,151,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,781,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,256,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,320,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,251,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,199,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,82,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,327,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1178,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,383,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,255,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,250,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,200,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,772,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,177,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,339,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,297,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,207,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,108,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,313,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,985,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,341,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,301,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,286,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,294,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,881,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,422,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,547,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,535,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,419,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,186,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,344,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,879,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,448,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,327,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,228,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,276,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,695,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,291,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,306,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,207,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,342,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,126,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,310,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1023,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,580,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,135,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,261,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,194,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,580,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,194,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,257,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,273,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,271,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,122,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,238,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,766,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,473,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,245,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,413,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,289,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,562,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,253,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,253,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,351,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,412,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,233,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,448,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1092,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,748,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,552,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,706,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,784,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1294,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1001,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,915,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,862,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,898,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,363,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1003,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1991,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,970,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,517,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,540,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,669,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1736,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,972,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,1036,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,898,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,910,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,TOTAL,Student,India,324,0,Final
